point_id,mean,min,max,std,status,lc2022,total_peaks,geo
00000000000000001810,0.604,0.2843,0.8333,0.1163,STABLE NON-CROP (Rangeland),11,18.0,"{""type"":""Point"",""coordinates"":[82.80557790810681,28.149653921650035]}"
00000000000000001811,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[87.97017563472363,27.638961996200972]}"
00000000000000001812,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.4302667519872,28.854918721566193]}"
00000000000000001813,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.86952987182273,29.123873860705828]}"
00000000000000001814,0.0383,0.0155,0.0537,0.0075,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.1199068618121,29.022277702304116]}"
00000000000000001815,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.10321045330636,26.66311894436172]}"
00000000000000001816,0.2352,0.1224,0.5393,0.0895,DISCARDED (Crop or Disturbance),9,14.0,"{""type"":""Point"",""coordinates"":[82.73659115570895,29.259430532730583]}"
00000000000000001817,0.6933,0.4096,0.9172,0.1267,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[86.1432685558237,27.325808247419577]}"
00000000000000001818,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[86.83048291467553,27.738404408793873]}"
00000000000000001819,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.51282946933858,28.525596272364997]}"
0000000000000000181a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.32310363771657,28.33506334345231]}"
0000000000000000181b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.70876529456642,27.014812703548046]}"
0000000000000000181c,0.6127,0.3289,0.8654,0.1279,STABLE NON-CROP (Rangeland),4,23.0,"{""type"":""Point"",""coordinates"":[83.14595000971845,28.343147693662207]}"
0000000000000000181d,0.7081,0.4521,0.9012,0.1089,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[81.53679867166248,28.875938923932132]}"
0000000000000000181e,0.6999,0.5207,0.8912,0.0857,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[80.47068111899621,29.20634047558826]}"
0000000000000000181f,,,,,DISCARDED (Insufficient Samples),1,,"{""type"":""Point"",""coordinates"":[86.47932870671664,27.859406574980184]}"
00000000000000001820,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.79094806114306,27.415280110056976]}"
00000000000000001821,0.6318,0.3581,0.7845,0.0963,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[81.02772539989584,29.12845781658877]}"
00000000000000001822,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.17486681645744,28.608602438474886]}"
00000000000000001823,0.6763,0.3292,0.9136,0.1271,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[83.27368987759651,28.117044515646178]}"
00000000000000001824,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.40521844720837,26.818888721461743]}"
00000000000000001825,0.6628,0.2292,0.9596,0.1692,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[84.63949023476171,27.415547656120182]}"
00000000000000001826,0.634,0.4572,0.7919,0.0746,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[86.71999084967219,27.77586531674387]}"
00000000000000001827,0.6952,0.4573,0.8846,0.0949,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[85.28331308126245,28.25286873373414]}"
00000000000000001828,,,,,DISCARDED (Insufficient Samples),5,,"{""type"":""Point"",""coordinates"":[85.33882888937785,26.835864519172215]}"
00000000000000001829,0.807,0.5788,0.9114,0.0613,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[81.72275210379328,29.03682774904151]}"
0000000000000000182a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.48121490646227,27.65351204293837]}"
0000000000000000182b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.78356286261335,29.777939262326328]}"
0000000000000000182c,0.6224,0.3213,0.881,0.1217,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[81.55916552254656,28.735535209062284]}"
0000000000000000182d,0.6983,0.3501,0.9112,0.1197,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[82.27359823422861,28.181184225198944]}"
0000000000000000182e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.37081894392786,27.596649586304828]}"
0000000000000000182f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.97060724034061,27.67264604555871]}"
00000000000000001830,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.9396283311607,27.303441396535497]}"
00000000000000001831,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.26812738082863,27.556762927381754]}"
00000000000000001832,0.6167,0.1941,0.9166,0.1818,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[82.00356399263404,28.218912679212153]}"
00000000000000001833,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.82130315976809,29.299317191653667]}"
00000000000000001834,0.5765,0.2477,0.8457,0.1497,DISCARDED (Crop or Disturbance),4,22.0,"{""type"":""Point"",""coordinates"":[83.8687346176736,27.765890307687314]}"
00000000000000001835,0.616,0.3112,0.8014,0.1155,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[81.6300429337911,28.71936204954143]}"
00000000000000001836,0.6828,0.2993,0.93,0.1693,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.22609881923827,27.098353961784355]}"
00000000000000001837,0.78,0.4617,0.9303,0.0866,STABLE NON-CROP (Rangeland),4,11.0,"{""type"":""Point"",""coordinates"":[84.98363473586456,27.564040180300974]}"
00000000000000001838,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.39460040041492,29.117136159014077]}"
00000000000000001839,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.25844067917892,27.678304644795535]}"
0000000000000000183a,0.7487,0.5397,0.9208,0.0833,STABLE NON-CROP (Rangeland),11,19.0,"{""type"":""Point"",""coordinates"":[86.38554489336059,27.406656208619605]}"
0000000000000000183b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.36847299318116,27.138508166770638]}"
0000000000000000183c,0.6868,0.4026,0.8725,0.109,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[81.17567837284919,29.508712118022427]}"
0000000000000000183d,0.7326,0.2845,0.8998,0.1031,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[84.63652493256117,28.137257620721446]}"
0000000000000000183e,0.6957,0.4276,0.8986,0.1213,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[83.24458532502067,27.993344593322533]}"
0000000000000000183f,0.6142,0.2641,0.9078,0.1461,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[84.60068267829358,28.00250804598737]}"
00000000000000001840,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.38348279091966,27.451394369488835]}"
00000000000000001841,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.50062091424685,26.802987567105156]}"
00000000000000001842,0.773,0.6096,0.8947,0.0597,STABLE NON-CROP (Rangeland),4,10.0,"{""type"":""Point"",""coordinates"":[80.93070427917496,29.037639305433235]}"
00000000000000001843,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.45776895312324,27.901179433648863]}"
00000000000000001844,0.6762,0.3895,0.8684,0.1256,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[80.32407479456103,29.009609396211278]}"
00000000000000001845,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.77324050726723,29.70355699765379]}"
00000000000000001846,0.6422,0.3351,0.9037,0.1468,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[86.11793640273908,27.40719575984707]}"
00000000000000001847,0.7079,0.4981,0.9649,0.0888,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[82.09896645967252,28.931187185984328]}"
00000000000000001848,0.0328,-0.0688,0.2023,0.0349,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.07301495513406,29.17238442106626]}"
00000000000000001849,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.8102579664587,27.639501547428445]}"
0000000000000000184a,0.6127,0.3186,0.8848,0.1441,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[86.2181903717237,27.424171557557543]}"
0000000000000000184b,0.6736,0.4946,0.8596,0.0958,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[80.53616747706712,29.769854912116426]}"
0000000000000000184c,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.97708478000966,27.914922383095583]}"
0000000000000000184d,0.7343,0.2431,0.929,0.1106,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[83.1004092106596,28.222957083867627]}"
0000000000000000184e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.05979525467222,29.600609731632886]}"
0000000000000000184f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.95603643225958,28.65872719341667]}"
00000000000000001850,0.6387,0.1778,0.9009,0.1873,DISCARDED (Crop or Disturbance),4,19.0,"{""type"":""Point"",""coordinates"":[82.8931635709986,27.831109119695014]}"
00000000000000001851,0.6438,0.3646,0.8584,0.104,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[82.4231654017633,28.20894212925664]}"
00000000000000001852,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.36235464294323,29.23948943281957]}"
00000000000000001853,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[82.74171020371831,27.68854719991529]}"
00000000000000001854,0.6833,0.2229,0.928,0.1547,DISCARDED (Crop or Disturbance),4,14.0,"{""type"":""Point"",""coordinates"":[81.09536550377557,29.61273848649826]}"
00000000000000001855,0.6379,0.2502,0.8637,0.116,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[83.78842620770104,28.3086565470138]}"
00000000000000001856,0.2432,0.0804,0.5716,0.1226,DISCARDED (Crop or Disturbance),9,19.0,"{""type"":""Point"",""coordinates"":[83.32058624337562,28.79697716247771]}"
00000000000000001857,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.903877720261,26.97330739094258]}"
00000000000000001858,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[87.49775171451526,27.706062548853232]}"
00000000000000001859,0.7415,0.5171,0.8628,0.0651,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[80.45531951586709,29.25754433298498]}"
0000000000000000185a,0.6526,0.3079,0.8434,0.1215,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[80.76415685482876,29.427324605594933]}"
0000000000000000185b,0.6668,0.3495,0.8667,0.1214,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[81.03715639862388,29.216043479480557]}"
0000000000000000185c,0.1174,-0.0326,0.2898,0.0514,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.04058145182552,29.456161612107554]}"
0000000000000000185d,0.6367,0.1995,0.9187,0.1668,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[81.35893404884264,29.63429824009167]}"
0000000000000000185e,0.1354,0.0693,0.2761,0.0392,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.02504394600109,29.271559287595956]}"
0000000000000000185f,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.45847256390448,29.79195421693731]}"
00000000000000001860,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.99576349072993,28.60321138530128]}"
00000000000000001861,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.86353576943787,28.117584066873647]}"
00000000000000001862,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.7308645993873,27.544366626453172]}"
00000000000000001863,0.5374,0.2585,0.8954,0.1439,STABLE NON-CROP (Forest),10,23.0,"{""type"":""Point"",""coordinates"":[82.25958327961763,28.34530589857207]}"
00000000000000001864,0.6809,0.1912,0.8935,0.1283,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[85.07499279824756,27.69986439838894]}"
00000000000000001865,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[83.62161123729162,28.596206137546314]}"
00000000000000001866,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.2570777284182,28.140490468985192]}"
00000000000000001867,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.51362472348772,29.591450738069113]}"
00000000000000001868,0.7564,0.458,0.9072,0.1073,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[83.49629266128558,28.54311608040399]}"
00000000000000001869,0.2933,0.1443,0.6877,0.1197,DISCARDED (Crop or Disturbance),9,20.0,"{""type"":""Point"",""coordinates"":[82.95488198867935,28.955172690550818]}"
0000000000000000186a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.88679397694006,27.98876509654065]}"
0000000000000000186b,0.6956,0.2604,0.898,0.1271,STABLE NON-CROP (Forest),4,13.0,"{""type"":""Point"",""coordinates"":[84.27351843400227,28.20570928099289]}"
0000000000000000186c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.35823489716245,27.242262530082215]}"
0000000000000000186d,0.6653,0.2605,0.9188,0.1464,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[82.04587640253018,28.495952168561686]}"
0000000000000000186e,0.6093,0.2991,0.8644,0.1328,STABLE NON-CROP (Forest),11,21.0,"{""type"":""Point"",""coordinates"":[82.88589077718042,28.1685159191061]}"
0000000000000000186f,0.69,0.3929,0.9198,0.1182,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[83.48012396086578,28.081741812606047]}"
00000000000000001870,0.7079,0.271,0.894,0.1392,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[81.09887035720357,28.86812657888649]}"
00000000000000001871,0.1385,0.0621,0.2615,0.0386,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.11424380347422,29.27533168708717]}"
00000000000000001872,0.6592,0.3329,0.9232,0.1527,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[83.56798162892183,28.088207509133543]}"
00000000000000001873,0.352,0.1587,0.7784,0.1527,DISCARDED (Crop or Disturbance),9,22.0,"{""type"":""Point"",""coordinates"":[86.2378639255715,27.90549138436754]}"
00000000000000001874,0.6491,0.2316,0.918,0.1605,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[81.72706405451197,28.243705281069307]}"
00000000000000001875,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.61614038389165,28.03431035470054]}"
00000000000000001876,0.7065,0.4457,0.8796,0.1079,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[80.33135204748025,28.959484641269498]}"
00000000000000001877,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.8406928653101,28.796709616414503]}"
00000000000000001878,0.2655,-0.2075,0.6706,0.1861,DISCARDED (Crop or Disturbance),9,17.0,"{""type"":""Point"",""coordinates"":[83.35696804887067,28.99020784752774]}"
00000000000000001879,0.664,0.3117,0.9185,0.1458,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[85.81664386275983,27.22366807868935]}"
0000000000000000187a,0.0485,0.0178,0.0962,0.017,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.51354046416031,29.150557121409648]}"
0000000000000000187b,0.5225,0.2388,0.8353,0.1555,DISCARDED (Crop or Disturbance),10,23.0,"{""type"":""Point"",""coordinates"":[81.84186807023399,29.989759939668165]}"
0000000000000000187c,0.6185,0.2484,0.9301,0.1926,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[87.21720737173771,27.006995899401364]}"
0000000000000000187d,0.4312,0.2841,0.6742,0.0879,STABLE NON-CROP (Rangeland),9,18.0,"{""type"":""Point"",""coordinates"":[86.72268414670846,27.87342152959116]}"
0000000000000000187e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.70085684705184,27.00079774893707]}"
0000000000000000187f,0.6927,0.4232,0.8911,0.1069,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[82.2698258347374,28.48921446686993]}"
00000000000000001880,0.6509,0.2583,0.8697,0.1508,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[82.92281213390297,27.69366624792465]}"
00000000000000001881,0.0614,0.0236,0.0896,0.0135,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.08918365555385,29.02281725353158]}"
00000000000000001882,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.84243576684557,26.946896135403016]}"
00000000000000001883,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[85.86514996401922,28.07419255452256]}"
00000000000000001884,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.12071395910277,27.90441228191261]}"
00000000000000001885,0.4516,0.1535,0.8306,0.175,DISCARDED (Crop or Disturbance),10,23.0,"{""type"":""Point"",""coordinates"":[82.63876293769741,29.16376051962891]}"
00000000000000001886,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.67238348907135,26.86092912619364]}"
00000000000000001887,0.6344,0.2155,0.8858,0.1467,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[84.41176840306329,27.59988243456858]}"
00000000000000001888,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.08686585019126,26.761754259663938]}"
00000000000000001889,0.7597,0.5537,0.9062,0.0811,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[81.37887514875366,29.422205557585574]}"
0000000000000000188a,0.6401,0.3221,0.9179,0.1238,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[83.01443774234916,28.11165346247256]}"
