point_id,mean,min,max,std,status,lc2022,total_peaks,geo
00000000000000001d66,0.5986,0.3136,0.8564,0.1383,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[85.69375549682792,27.579401783430097]}"
00000000000000001d67,0.7149,0.4155,0.9309,0.1226,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[82.11405605763738,28.45525841234794]}"
00000000000000001d68,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.68405249293562,28.017602103053285]}"
00000000000000001d69,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.37951080245006,29.754221303823044]}"
00000000000000001d6a,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[86.76121969801233,27.69797819864333]}"
00000000000000001d6b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.79624301184772,28.583809836617732]}"
00000000000000001d6c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.01248358551872,27.172736226456895]}"
00000000000000001d6d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.20543042226298,27.35518480515968]}"
00000000000000001d6e,0.6073,0.2651,0.916,0.172,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[87.57482727622407,27.05172960116953]}"
00000000000000001d6f,0.6582,0.2292,0.8985,0.1531,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[86.44779840316772,27.051194509043114]}"
00000000000000001d70,0.6644,0.3578,0.9365,0.1489,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[83.73938055521418,28.20705592951104]}"
00000000000000001d71,0.6109,0.1643,0.8878,0.1791,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[82.91984683170242,27.665640797803743]}"
00000000000000001d72,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.38267569362898,27.646234790019147]}"
00000000000000001d73,0.1722,0.0251,0.4488,0.0869,STABLE NON-CROP (Barren/Water),9,7.0,"{""type"":""Point"",""coordinates"":[83.55180846940098,29.130883567561842]}"
00000000000000001d74,0.4946,0.3299,0.8343,0.0792,STABLE NON-CROP (Rangeland),10,16.0,"{""type"":""Point"",""coordinates"":[82.16391326651595,29.596297780914206]}"
00000000000000001d75,0.7527,0.324,1.0029,0.1241,STABLE NON-CROP (Forest),4,11.0,"{""type"":""Point"",""coordinates"":[84.76588345412164,28.14506996576709]}"
00000000000000001d76,0.6089,0.2526,0.8908,0.1643,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[82.65250588714413,27.867490925190083]}"
00000000000000001d77,0.6721,0.3617,0.9317,0.1354,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[80.41354665719841,29.67472445024221]}"
00000000000000001d78,0.758,0.4195,0.8803,0.0793,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[82.02054424944556,28.355008902464373]}"
00000000000000001d79,0.7466,0.5042,0.875,0.0741,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[80.62887218796826,29.45373586113449]}"
00000000000000001d7a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.79470415839168,28.122970660946205]}"
00000000000000001d7b,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[84.85104336604034,27.3117932928086]}"
00000000000000001d7c,0.7733,0.6101,0.8777,0.0513,STABLE NON-CROP (Rangeland),4,8.0,"{""type"":""Point"",""coordinates"":[83.64317099088505,27.728973410065837]}"
00000000000000001d7d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.71656579647053,27.491276569310845]}"
00000000000000001d7e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.47321035647872,27.923818289697206]}"
00000000000000001d7f,0.6512,0.2959,0.9068,0.1457,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[83.65232998444883,27.945645589353823]}"
00000000000000001d80,0.615,0.343,0.8928,0.1431,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[82.25500378283574,28.516704824864423]}"
00000000000000001d81,0.6814,0.2869,0.9154,0.1236,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[87.46540985457462,26.755828114363915]}"
00000000000000001d82,0.6962,0.4381,0.9062,0.103,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[86.23921057408965,27.72708721032023]}"
00000000000000001d83,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.1337577568693,26.930727434983222]}"
00000000000000001d84,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.63213318161613,26.880602680041438]}"
00000000000000001d85,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.55269982601908,30.0560578541308]}"
00000000000000001d86,0.0972,0.0405,0.187,0.0339,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.85687786797249,29.031441154968952]}"
00000000000000001d87,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[85.46144970924655,28.158817374314857]}"
00000000000000001d88,0.0878,-0.2101,0.3577,0.118,STABLE NON-CROP (Barren/Water),1,0.0,"{""type"":""Point"",""coordinates"":[83.65906768614057,27.90980333508623]}"
00000000000000001d89,0.6446,0.2694,0.8745,0.1466,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[82.58567288055508,27.751879812177382]}"
00000000000000001d8a,0.2349,0.1182,0.37,0.057,STABLE NON-CROP (Barren/Water),9,3.0,"{""type"":""Point"",""coordinates"":[84.20587387102148,28.692683247938664]}"
00000000000000001d8b,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[82.15286361410551,28.96217793830578]}"
00000000000000001d8c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.27835363370582,28.70669820254965]}"
00000000000000001d8d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[82.715570953343,27.76023170845049]}"
00000000000000001d8e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.51983471709354,27.465944416226225]}"
00000000000000001d8f,0.6275,0.3725,0.8623,0.1158,STABLE NON-CROP (Rangeland),4,22.0,"{""type"":""Point"",""coordinates"":[85.73255859419501,27.535203173788343]}"
00000000000000001d90,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.93709463457715,28.461728567976493]}"
00000000000000001d91,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.6813547367983,27.90441228191261]}"
00000000000000001d92,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.98490158415633,27.704176349107623]}"
00000000000000001d93,0.7017,0.3918,0.9162,0.1112,STABLE NON-CROP (Rangeland),4,23.0,"{""type"":""Point"",""coordinates"":[83.25024392425749,28.138604269239586]}"
00000000000000001d94,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.33703879210118,27.13123091385142]}"
00000000000000001d95,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.64692708813367,28.984816794354117]}"
00000000000000001d96,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.6485575849576,27.79903926491863]}"
00000000000000001d97,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.10113650772392,28.333988700098427]}"
00000000000000001d98,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.90333816903353,27.418784963484974]}"
00000000000000001d99,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.92058597190827,27.494781422738857]}"
00000000000000001d9a,0.6962,0.5043,0.8408,0.0693,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[80.55988097646934,29.266440239586604]}"
00000000000000001d9b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.59618298173805,29.309020195545962]}"
00000000000000001d9c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.33729449502286,27.77262800937907]}"
00000000000000001d9d,0.7069,0.2901,0.9302,0.124,STABLE NON-CROP (Forest),4,13.0,"{""type"":""Point"",""coordinates"":[84.17973462064617,28.21325407997532]}"
00000000000000001d9e,0.63,0.2449,0.916,0.132,DISCARDED (Crop or Disturbance),4,19.0,"{""type"":""Point"",""coordinates"":[80.45154265727483,29.642382590301573]}"
00000000000000001d9f,0.5302,0.3077,0.7562,0.0868,STABLE NON-CROP (Rangeland),4,22.0,"{""type"":""Point"",""coordinates"":[80.68465554214687,29.465325064772397]}"
00000000000000001da0,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[80.70055669650345,29.87926787466483]}"
00000000000000001da1,0.0744,0.0399,0.112,0.0165,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.205334319794,29.002604148456314]}"
00000000000000001da2,0.7327,0.384,0.9092,0.111,STABLE NON-CROP (Rangeland),4,11.0,"{""type"":""Point"",""coordinates"":[83.86792752038292,27.724661459347157]}"
00000000000000001da3,0.544,0.2088,0.7914,0.1325,DISCARDED (Crop or Disturbance),10,21.0,"{""type"":""Point"",""coordinates"":[86.6898071946414,26.81484431680627]}"
00000000000000001da4,0.626,0.394,0.8573,0.0971,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[87.8464757124,27.732206258329587]}"
00000000000000001da5,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.33578378695094,27.78313811056204]}"
00000000000000001da6,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.48101531748388,28.330211841506152]}"
00000000000000001da7,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.70345404161917,27.29805034336188]}"
00000000000000001da8,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.67703094293807,29.458047811853174]}"
00000000000000001da9,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.79183495866009,29.63968929326529]}"
00000000000000001daa,0.7316,0.3256,0.9036,0.1036,STABLE NON-CROP (Forest),4,10.0,"{""type"":""Point"",""coordinates"":[87.64516513624112,27.22474718114428]}"
00000000000000001dab,0.491,0.1033,0.8312,0.1815,DISCARDED (Crop or Disturbance),10,21.0,"{""type"":""Point"",""coordinates"":[82.91418823246559,28.904508384381565]}"
00000000000000001dac,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.12645235856596,29.168340016410795]}"
00000000000000001dad,0.6963,0.3153,0.9247,0.141,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[81.56617522940259,28.599978537037526]}"
00000000000000001dae,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.33594338740367,27.749721607267524]}"
00000000000000001daf,0.6893,0.3161,0.8878,0.1373,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[82.78132485747712,27.78852916373566]}"
00000000000000001db0,0.776,0.4904,0.9159,0.0987,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[87.40666119819547,27.36461580388772]}"
00000000000000001db1,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.57544662767789,27.37350725138829]}"
00000000000000001db2,0.7368,0.3899,0.8904,0.105,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[80.19390917570989,29.119833915151414]}"
00000000000000001db3,0.7285,0.381,0.923,0.1341,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[87.1565680565119,27.33065974936573]}"
00000000000000001db4,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.59196713348831,27.6723784994955]}"
00000000000000001db5,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[86.60437527755843,26.865780628139778]}"
00000000000000001db6,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.620708037532,28.90100353095355]}"
00000000000000001db7,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[82.0299752481736,27.93513548817085]}"
00000000000000001db8,0.6393,0.3127,0.8762,0.1389,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[83.0138981911217,27.918966787751053]}"
00000000000000001db9,0.6571,0.3099,0.8759,0.1363,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[81.14064321587225,29.027396750313475]}"
00000000000000001dba,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.5994158300018,29.454814963589424]}"
00000000000000001dbb,0.7496,0.4051,0.8843,0.0886,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[81.68313299093342,29.735626852430176]}"
00000000000000001dbc,0.6999,0.2699,0.9579,0.1729,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.38267569362898,27.292931295352528]}"
00000000000000001dbd,0.6532,0.4103,0.8825,0.1112,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[86.15054580874292,27.755112660441135]}"
00000000000000001dbe,0.7644,0.4121,0.9342,0.1018,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[83.27881338470694,28.56763667709688]}"
00000000000000001dbf,0.7331,0.3874,0.9075,0.124,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[81.12231631054259,28.856537375248593]}"
00000000000000001dc0,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.06581750244119,30.310998038659456]}"
00000000000000001dc1,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.10884090715906,30.034226095373125]}"
00000000000000001dc2,0.7263,0.3552,0.9465,0.1482,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.23876712533112,27.38914085968167]}"
00000000000000001dc3,0.7467,0.3013,0.9085,0.1158,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[86.70274304679744,27.576976032457022]}"
00000000000000001dc4,0.2597,0.0469,0.5088,0.0957,DISCARDED (Crop or Disturbance),9,14.0,"{""type"":""Point"",""coordinates"":[86.61919732946008,27.863178974471396]}"
00000000000000001dc5,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.21340682686238,28.434510215146265]}"
00000000000000001dc6,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.73235900521664,29.914842582869216]}"
00000000000000001dc7,0.7843,0.6174,0.8911,0.0531,STABLE NON-CROP (Rangeland),4,7.0,"{""type"":""Point"",""coordinates"":[82.84331082122107,28.260953083944038]}"
00000000000000001dc8,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.6001431270661,28.703193349121637]}"
00000000000000001dc9,0.707,0.3884,0.8896,0.1008,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[82.39487240557918,28.555512381332566]}"
00000000000000001dca,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[83.05593859585359,29.064857658263474]}"
00000000000000001dcb,0.7077,0.2772,0.9296,0.1303,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[84.51094326959297,28.028379750299454]}"
00000000000000001dcc,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.15064191121186,26.688723102610602]}"
00000000000000001dcd,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.22806481921025,27.39210170278116]}"
00000000000000001dce,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.58595672886086,28.27604714100995]}"
00000000000000001dcf,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[88.16744626532808,27.788261617672454]}"
00000000000000001dd0,0.6265,0.2559,0.9216,0.1515,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[82.07713470091484,28.265265034662722]}"
00000000000000001dd1,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.33955618644215,27.635724688836174]}"
00000000000000001dd2,0.0404,0.0127,0.072,0.0104,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.8148374632406,28.91959798234642]}"
00000000000000001dd3,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.40718444718034,27.77451420912468]}"
00000000000000001dd4,0.7642,0.5235,0.934,0.0842,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[86.33999963520067,27.618476885961446]}"
00000000000000001dd5,0.6073,0.3412,0.8688,0.1264,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[85.94842367619232,27.346288898558058]}"
00000000000000001dd6,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[87.45732550436472,27.535475178952606]}"
00000000000000001dd7,0.5391,0.2637,0.8188,0.1575,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[83.95308743230163,27.86425807692633]}"
00000000000000001dd8,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.87180786548461,27.380784504307513]}"
00000000000000001dd9,0.7455,0.4776,0.8845,0.0824,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[81.3481519424954,29.20337517338772]}"
00000000000000001dda,0.4356,0.2609,0.7508,0.1106,STABLE NON-CROP (Rangeland),10,22.0,"{""type"":""Point"",""coordinates"":[82.43852700489242,28.942504384457973]}"
00000000000000001ddb,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[82.03536630134721,28.95274693957774]}"
00000000000000001ddc,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.63984204015235,29.647773643475183]}"
00000000000000001ddd,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.59123537732295,29.904872032913715]}"
00000000000000001dde,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[88.04940494224125,27.849703571087883]}"
00000000000000001ddf,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[85.48947515936747,27.048768758070043]}"
00000000000000001de0,0.5558,0.1972,0.9226,0.1815,DISCARDED (Crop or Disturbance),10,23.0,"{""type"":""Point"",""coordinates"":[80.24699923285222,29.414121207375675]}"
00000000000000001de1,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.16814541700828,27.778826159843362]}"
00000000000000001de2,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.56691436960843,27.858599477689506]}"
00000000000000001de3,0.0358,-0.3025,0.1327,0.0439,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.98030578513186,29.049224049970093]}"
00000000000000001de4,0.7721,0.4499,0.9466,0.0833,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[82.02512374622745,29.81378151659392]}"
00000000000000001de5,0.7061,0.432,0.9021,0.0947,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[81.62627053429988,29.502785972722393]}"
00000000000000001de6,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.02045999011814,28.809105917343075]}"
00000000000000001de7,0.7718,0.5106,0.952,0.1131,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[83.55234802062844,28.390579151567707]}"
00000000000000001de8,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.74414779783291,28.234541828404474]}"
00000000000000001de9,0.766,0.5993,0.9034,0.0655,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[81.93753808333568,28.947355886404118]}"
00000000000000001dea,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.55837472749847,28.523982077783646]}"
00000000000000001deb,0.58,0.1842,0.9392,0.2001,DISCARDED (Crop or Disturbance),4,17.0,"{""type"":""Point"",""coordinates"":[87.10482910698876,27.12611186584206]}"
00000000000000001dec,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[87.09189325483271,27.730048053419715]}"
00000000000000001ded,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.18109311230585,27.460825368216867]}"
00000000000000001dee,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[86.53700271974192,27.64596724395594]}"
00000000000000001def,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.12943396300908,28.07095970625882]}"
00000000000000001df0,0.6685,0.3346,0.8686,0.1241,STABLE NON-CROP (Rangeland),4,22.0,"{""type"":""Point"",""coordinates"":[87.62198672896531,27.411235705401495]}"
00000000000000001df1,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.44068520980228,29.821058769513144]}"
00000000000000001df2,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.14656936117227,29.401185355219635]}"
00000000000000001df3,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.21449777245884,27.44681041360589]}"
00000000000000001df4,0.7238,0.3637,0.8928,0.1199,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[87.81144055542306,27.49882136829328]}"
00000000000000001df5,0.7167,0.4392,0.9227,0.1113,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[86.24648782700886,27.4389936094592]}"
00000000000000001df6,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.44759881418935,29.253232382266294]}"
00000000000000001df7,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[88.09872259989237,27.7637365618785]}"
00000000000000001df8,0.699,0.4262,0.9219,0.1057,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[82.55037017751495,28.347731649545143]}"
00000000000000001df9,0.6594,0.3867,0.9146,0.1177,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[82.94086703406836,28.105455312008267]}"
00000000000000001dfa,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.33225524723987,28.457144612093547]}"
00000000000000001dfb,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.7825917057689,27.775053760352144]}"
00000000000000001dfc,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.1463136582506,28.342340596371532]}"
00000000000000001dfd,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[87.3425214886427,27.4341465666141]}"
00000000000000001dfe,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.72095754741557,29.80677626883896]}"
00000000000000001dff,0.6595,0.3292,0.9023,0.135,STABLE NON-CROP (Forest),11,22.0,"{""type"":""Point"",""coordinates"":[81.22149117707227,29.50251396755814]}"
00000000000000001e00,0.6955,0.4831,0.8715,0.0814,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[83.91939892384285,28.134831869748375]}"
00000000000000001e01,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.18431411742807,28.491912223007258]}"
00000000000000001e02,0.651,0.2943,0.8742,0.1518,STABLE NON-CROP (Forest),4,13.0,"{""type"":""Point"",""coordinates"":[83.06806735071896,27.654858691456514]}"
00000000000000001e03,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.07012945315988,29.96873973730222]}"
00000000000000001e04,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.45308151073087,29.353214346086656]}"
00000000000000001e05,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.18872217061569,28.567369131033672]}"
00000000000000001e06,0.6891,0.4058,0.9087,0.1083,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[81.70954424647297,28.74011470584417]}"
00000000000000001e07,0.7464,0.4159,0.9211,0.1019,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[81.87447747623783,28.477629722333074]}"
00000000000000001e08,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.1034543130865,29.839920766969218]}"
00000000000000001e09,0.6844,0.4195,0.8898,0.1253,STABLE NON-CROP (Rangeland),4,23.0,"{""type"":""Point"",""coordinates"":[83.38822634725533,28.056677205584624]}"
00000000000000001e0a,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.8151050093038,28.68028694701009]}"
00000000000000001e0b,0.6889,0.232,0.937,0.1428,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[84.54732507508804,27.41635921251191]}"
00000000000000001e0c,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[86.33326193350892,26.867399281822188]}"
00000000000000001e0d,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.60490298564436,28.851953419365643]}"
00000000000000001e0e,0.5525,0.2685,0.8292,0.1376,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[85.4547120075548,27.849703571087883]}"
00000000000000001e0f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.76604305457437,28.62261739308587]}"
00000000000000001e10,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.67363403512054,27.92813024041589]}"
00000000000000001e11,0.7073,0.4165,0.8946,0.085,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[81.91840408071533,29.474488517437223]}"
00000000000000001e12,0.7454,0.5905,0.9131,0.0712,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[80.49574126691658,29.524885277543266]}"
00000000000000001e13,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.48316906329269,29.956615441537902]}"
00000000000000001e14,0.6942,0.2532,0.9067,0.1422,STABLE NON-CROP (Forest),4,13.0,"{""type"":""Point"",""coordinates"":[83.19661877498875,27.74514211048563]}"
00000000000000001e15,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.66241293911585,26.647757341232598]}"
