point_id,mean,min,max,std,status,total_non_crop,max_consecutive_non_crop,total_peaks,geo
163,0.4591,0.1238,0.864,0.0738,STABLE CROPLAND,2.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[82.09390331497552,29.58592402910875]}"
164,0.4175,0.1861,0.8535,0.1296,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.23086118445023,29.548541885676386]}"
165,0.5171,0.2389,0.8805,0.0979,DISCARDED (Failed Phenology),6.0,2.0,26.0,"{""type"":""Point"",""coordinates"":[80.4695718901845,29.512592547184088]}"
166,0.5305,0.3085,0.8157,0.0776,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.91441447900478,29.533755403498585]}"
167,0.4128,0.1463,0.8349,0.0744,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.13038200472485,29.58300883919179]}"
168,0.3555,0.1488,0.7395,0.0863,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.31827608259222,29.589063224514778]}"
169,0.3349,0.0945,0.7148,0.0848,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.2779439690014,29.58690262841176]}"
170,0.4702,0.1987,0.7737,0.0521,STABLE CROPLAND,1.0,1.0,30.0,"{""type"":""Point"",""coordinates"":[81.08659050264772,29.542025741250036]}"
171,0.385,0.1816,0.8215,0.1149,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.16617908383483,29.580738188422036]}"
172,0.4129,0.2037,0.7574,0.0939,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.34275112153554,29.501548133547953]}"
173,0.5272,0.2187,0.906,0.0751,STABLE CROPLAND,1.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[81.203890124834,29.54335612843803]}"
174,0.5264,0.254,0.842,0.0692,DISCARDED (Static Vegetation / Low Amplitude),3.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.96524732290442,29.529863649256086]}"
175,0.4104,0.0766,0.851,0.0943,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.78615648343532,29.564764719265483]}"
176,0.443,0.2049,0.8468,0.1129,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.27867126331368,29.543158337917028]}"
177,0.4925,0.1742,0.899,0.1238,STABLE CROPLAND,1.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.38739297427998,29.500512740149716]}"
178,0.5405,0.1671,0.9016,0.0814,DISCARDED (Failed Phenology),5.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[81.0583341790483,29.529270253099906]}"
179,0.4545,0.2163,0.8544,0.1316,STABLE CROPLAND,1.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[80.51028239384141,29.502949255890858]}"
180,0.5007,0.1438,0.8549,0.0599,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.027938686172,29.56973273441556]}"
181,0.4016,-0.0032,0.8192,0.0826,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.2548959513958,29.57387031207442]}"
182,0.3049,0.1697,0.6198,0.0684,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.80667177113303,29.55609769924165]}"
183,0.4577,0.229,0.8669,0.0941,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.1441086237072,29.56891723243747]}"
184,0.4815,0.215,0.8856,0.1009,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.14241028125355,29.527274059386514]}"
185,0.4197,0.2006,0.7814,0.1097,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.55863944862881,29.501309273547893]}"
186,0.4103,0.1453,0.79,0.1424,DISCARDED (Failed Phenology),5.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[81.16522860426363,29.529804721304565]}"
187,0.472,0.1803,0.8234,0.0849,STABLE CROPLAND,1.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[81.03613775141288,29.52129442842747]}"
188,0.5799,0.2727,0.9012,0.077,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.48371951870605,29.538681858047646]}"
189,0.4703,0.1785,0.8934,0.1144,STABLE CROPLAND,2.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.2329139540111,29.527929754369353]}"
190,0.5311,0.2508,0.8965,0.0782,DISCARDED (Static Vegetation / Low Amplitude),2.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[81.25818499364149,29.529000660421413]}"
191,0.4928,0.198,0.8501,0.0719,STABLE CROPLAND,0.0,0.0,37.0,"{""type"":""Point"",""coordinates"":[81.77297462614278,29.5449376844455]}"
192,0.5234,0.2318,0.8643,0.0861,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.61534404733489,29.53673065724923]}"
193,0.372,0.1043,0.8839,0.1181,STABLE CROPLAND,0.0,0.0,25.0,"{""type"":""Point"",""coordinates"":[82.16247174645574,29.556826615016625]}"
194,0.4659,0.2196,0.8265,0.1087,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.47019503641057,29.483672321521798]}"
195,0.5743,0.3053,0.902,0.0762,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[81.45376318072928,29.526857137862045]}"
196,0.5424,0.1696,0.891,0.0718,STABLE CROPLAND,2.0,1.0,30.0,"{""type"":""Point"",""coordinates"":[80.35188506359823,29.474644571460967]}"
197,0.4265,0.2267,0.7912,0.0734,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.12874853548887,29.511067470773863]}"
198,0.4934,0.206,0.8493,0.1022,STABLE CROPLAND,3.0,2.0,31.0,"{""type"":""Point"",""coordinates"":[80.43062655097451,29.47649213827487]}"
199,0.5431,0.2783,0.8694,0.0792,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.4087522703496,29.519937969370755]}"
200,0.4791,0.1394,0.7922,0.0612,STABLE CROPLAND,2.0,1.0,32.0,"{""type"":""Point"",""coordinates"":[81.07152845332102,29.499856989209757]}"
201,0.434,0.1569,0.7555,0.0787,STABLE CROPLAND,2.0,2.0,34.0,"{""type"":""Point"",""coordinates"":[81.04721813596252,29.504923494694854]}"
202,0.4415,0.1464,0.8284,0.0909,DISCARDED (Failed Phenology),4.0,3.0,23.0,"{""type"":""Point"",""coordinates"":[81.74493585629459,29.5295059612914]}"
203,0.4574,0.1721,0.8076,0.0735,STABLE CROPLAND,2.0,1.0,31.0,"{""type"":""Point"",""coordinates"":[81.10315110183426,29.498810556067493]}"
204,0.5263,0.2205,0.872,0.0817,STABLE CROPLAND,3.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[81.44052092727755,29.511983206288832]}"
205,0.5039,0.258,0.8954,0.113,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,33.0,"{""type"":""Point"",""coordinates"":[81.85681853549032,29.52837761733093]}"
206,0.475,0.1656,0.8652,0.0635,STABLE CROPLAND,0.0,0.0,33.0,"{""type"":""Point"",""coordinates"":[81.77955896411292,29.524700504336185]}"
207,0.4338,0.1623,0.8361,0.0936,STABLE CROPLAND,0.0,0.0,25.0,"{""type"":""Point"",""coordinates"":[82.15582614113919,29.53835267106768]}"
208,0.4031,0.1935,0.7767,0.0715,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.19610667571447,29.540413056246237]}"
209,0.503,0.2132,0.8586,0.0993,STABLE CROPLAND,0.0,0.0,25.0,"{""type"":""Point"",""coordinates"":[81.93341071274072,29.526180930759207]}"
210,0.4716,0.1336,0.8302,0.0628,STABLE CROPLAND,2.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[81.05160834327661,29.486669729548005]}"
211,0.5127,0.2436,0.8407,0.077,STABLE CROPLAND,2.0,1.0,30.0,"{""type"":""Point"",""coordinates"":[81.80788045611683,29.518338099654024]}"
212,0.3848,0.1565,0.7625,0.0693,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.65163253835193,29.511108133190607]}"
213,0.4302,0.1288,0.8359,0.0756,STABLE CROPLAND,0.0,0.0,25.0,"{""type"":""Point"",""coordinates"":[80.28518942693312,29.449875215306633]}"
214,0.4758,0.1473,0.8873,0.0777,STABLE CROPLAND,3.0,1.0,28.0,"{""type"":""Point"",""coordinates"":[80.48754135238505,29.458941445583367]}"
215,0.4679,0.2331,0.8381,0.0829,STABLE CROPLAND,0.0,0.0,34.0,"{""type"":""Point"",""coordinates"":[80.55509325013706,29.460805538448586]}"
216,0.332,0.1568,0.7143,0.0815,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.76190360229887,29.512439322971616]}"
217,0.4288,0.1638,0.8595,0.0996,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.82877391199376,29.51345465337193]}"
218,0.427,0.1382,0.8468,0.1251,STABLE CROPLAND,2.0,2.0,25.0,"{""type"":""Point"",""coordinates"":[80.30683089988423,29.442215619366536]}"
219,0.4981,0.1785,0.785,0.0679,DISCARDED (Failed Phenology),5.0,3.0,23.0,"{""type"":""Point"",""coordinates"":[81.02900956975282,29.47632124469463]}"
220,0.5434,0.2159,0.8453,0.0792,STABLE CROPLAND,2.0,2.0,29.0,"{""type"":""Point"",""coordinates"":[80.53494164253348,29.453148584492702]}"
221,0.5378,0.2783,0.869,0.0966,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,30.0,"{""type"":""Point"",""coordinates"":[80.46263482308396,29.4472762764413]}"
222,0.5309,0.2357,0.8808,0.0737,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.43317378847792,29.491684654521936]}"
223,0.401,0.1839,0.8151,0.081,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.89852058995494,29.511139956892784]}"
224,0.4459,0.1967,0.7835,0.1121,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.83847210888821,29.464347056115283]}"
225,0.397,0.1228,0.8943,0.1236,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.18884978939528,29.518859500801845]}"
226,0.4034,0.1359,0.7263,0.0627,STABLE CROPLAND,2.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.99286973908814,29.471539315127274]}"
227,0.4816,0.2484,0.8143,0.0909,STABLE CROPLAND,1.0,1.0,33.0,"{""type"":""Point"",""coordinates"":[81.68082518788559,29.501795830986165]}"
228,0.4026,0.1421,0.8417,0.0733,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.40671019191174,29.439747299482917]}"
229,0.4694,0.1709,0.7756,0.0606,DISCARDED (Failed Phenology),4.0,2.0,25.0,"{""type"":""Point"",""coordinates"":[80.95710424057316,29.464491022658308]}"
230,0.3611,0.1277,0.7607,0.1081,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.91874045207385,29.461727683917626]}"
231,0.4868,0.237,0.8325,0.0792,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.4137815634872,29.482891976440673]}"
232,0.5287,0.2664,0.8907,0.1028,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.4912316477153,29.486019749452453]}"
233,0.4715,0.1972,0.8362,0.0897,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.8142940050802,29.497658115155016]}"
234,0.4914,0.2302,0.8269,0.1053,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.380619615601,29.4791627786732]}"
235,0.5326,0.2475,0.8763,0.0765,STABLE CROPLAND,0.0,0.0,37.0,"{""type"":""Point"",""coordinates"":[81.7564494427216,29.493864188950944]}"
236,0.5692,0.2404,0.8736,0.0675,DISCARDED (Failed Phenology),4.0,2.0,25.0,"{""type"":""Point"",""coordinates"":[81.63172686243537,29.489210467126505]}"
237,0.4735,0.1543,0.9108,0.1082,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.87395383830797,29.496512216098218]}"
238,0.4527,0.1693,0.8495,0.1011,STABLE CROPLAND,2.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.28072878943644,29.42440025312729]}"
239,0.3861,0.2111,0.7778,0.0967,STABLE CROPLAND,0.0,0.0,24.0,"{""type"":""Point"",""coordinates"":[81.70139299069878,29.487201806541364]}"
240,0.5052,0.2437,0.8427,0.1107,DISCARDED (Failed Phenology),5.0,1.0,19.0,"{""type"":""Point"",""coordinates"":[80.34655209984695,29.424536257341504]}"
241,0.5063,0.1881,0.843,0.0798,STABLE CROPLAND,3.0,2.0,25.0,"{""type"":""Point"",""coordinates"":[80.5379023584707,29.43339563804455]}"
242,0.2936,0.0797,0.7684,0.1045,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.72224509349039,29.484720624342845]}"
243,0.5096,0.229,0.8311,0.0734,STABLE CROPLAND,2.0,2.0,28.0,"{""type"":""Point"",""coordinates"":[81.06927226409304,29.45649173515783]}"
244,0.523,0.2507,0.8577,0.0781,DISCARDED (Static Vegetation / Low Amplitude),2.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[81.13674723909598,29.458566539114702]}"
245,0.3919,0.1703,0.7836,0.1012,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.47486191858576,29.42576355075765]}"
246,0.3711,0.1112,0.8273,0.1378,STABLE CROPLAND,1.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[80.94115560154128,29.446806303145802]}"
247,0.4529,0.2146,0.8706,0.1034,STABLE CROPLAND,3.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[80.31457000361124,29.415985869740027]}"
248,0.4284,0.1408,0.902,0.1079,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.92251514474073,29.48831128032044]}"
249,0.4611,0.1287,0.8309,0.1019,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.98586061946814,29.447308364870732]}"
250,0.5237,0.2228,0.8798,0.0836,STABLE CROPLAND,2.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[81.47243692875071,29.467374257182225]}"
251,0.5381,0.2991,0.8707,0.075,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,28.0,"{""type"":""Point"",""coordinates"":[81.61534196090662,29.475825327965858]}"
252,0.3973,0.1678,0.7917,0.0894,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.74132054238211,29.477266239022075]}"
253,0.4436,0.208,0.7933,0.1035,DISCARDED (Failed Phenology),8.0,3.0,18.0,"{""type"":""Point"",""coordinates"":[80.41780291896349,29.419055304227257]}"
254,0.5384,0.2473,0.8536,0.0727,DISCARDED (Failed Phenology),4.0,2.0,24.0,"{""type"":""Point"",""coordinates"":[81.52061479385284,29.464617163606267]}"
255,0.4441,0.1539,0.8401,0.0926,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.69117748159626,29.47013790968325]}"
256,0.4575,0.1942,0.7951,0.0982,DISCARDED (Failed Phenology),4.0,3.0,22.0,"{""type"":""Point"",""coordinates"":[81.16348552049352,29.447244222910353]}"
257,0.5516,0.3431,0.8504,0.0692,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.49743378423135,29.464886986452026]}"
258,0.433,0.2183,0.6938,0.0744,DISCARDED (Static Vegetation / Low Amplitude),4.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[80.39558968813068,29.40805751287237]}"
259,0.5421,0.1987,0.889,0.0834,DISCARDED (Failed Phenology),5.0,3.0,18.0,"{""type"":""Point"",""coordinates"":[81.25385455735213,29.447774611838007]}"
260,0.6018,0.3025,0.8131,0.0354,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.43676624303248,29.409056202893968]}"
261,0.5601,0.2517,0.8683,0.064,DISCARDED (Static Vegetation / Low Amplitude),8.0,3.0,21.0,"{""type"":""Point"",""coordinates"":[81.44860990529345,29.45647584214471]}"
262,0.5587,0.2374,0.8394,0.0571,STABLE CROPLAND,3.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[80.5046874002281,29.41061279645911]}"
263,0.3956,0.1939,0.7027,0.0681,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.3066178901757,29.399143129828218]}"
264,0.4455,0.2067,0.7309,0.0636,DISCARDED (Static Vegetation / Low Amplitude),2.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[80.2859818153745,29.393497951053227]}"
265,0.4912,0.2161,0.8384,0.0851,STABLE CROPLAND,2.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[81.20798684710762,29.437170349053815]}"
266,0.4749,0.2031,0.856,0.0979,STABLE CROPLAND,0.0,0.0,24.0,"{""type"":""Point"",""coordinates"":[81.61137672425842,29.453981488739213]}"
267,0.3662,0.1526,0.7688,0.0897,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.72111818429156,29.45714393758731]}"
268,0.5899,0.3394,0.8741,0.0691,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[81.69630185952727,29.451228703170656]}"
269,0.5256,0.2613,0.8398,0.0788,DISCARDED (Static Vegetation / Low Amplitude),3.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[80.65684231803209,29.40266534573747]}"
270,0.4451,0.1902,0.7734,0.0771,STABLE CROPLAND,3.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[80.40509985026083,29.389011102030477]}"
271,0.3566,0.1995,0.7642,0.0873,STABLE CROPLAND,2.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.33543794587534,29.38527681753066]}"
272,0.52,0.2676,0.8081,0.0604,DISCARDED (Static Vegetation / Low Amplitude),4.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.85424307439733,29.41194775423576]}"
273,0.4293,0.1867,0.7516,0.0842,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.31423557656105,29.38112117988726]}"
274,0.4581,0.1873,0.8501,0.0918,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.9061668099067,29.409910515414584]}"
275,0.4331,0.1556,0.7667,0.0773,STABLE CROPLAND,3.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[80.36198912604398,29.37889285862237]}"
276,0.4254,0.185,0.8194,0.1027,STABLE CROPLAND,1.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[81.71304612182436,29.433989140423016]}"
277,0.4526,0.1454,0.8521,0.1108,STABLE CROPLAND,2.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[80.42950598171552,29.373737652039114]}"
278,0.5018,0.2062,0.8845,0.0783,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.38181408059083,29.370868838735294]}"
279,0.4295,0.1545,0.8102,0.1,STABLE CROPLAND,2.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[80.28229355562523,29.364647410305054]}"
280,0.4416,0.1527,0.8285,0.0974,DISCARDED (Failed Phenology),4.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[80.30339165877442,29.36394989840273]}"
281,0.4976,0.2246,0.8673,0.1095,STABLE CROPLAND,3.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[80.46032790276482,29.367579746459313]}"
282,0.4434,0.1591,0.8417,0.0851,STABLE CROPLAND,2.0,2.0,28.0,"{""type"":""Point"",""coordinates"":[80.3308840602673,29.360164004720463]}"
283,0.4535,0.2284,0.8243,0.103,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.4010866017007,29.406152035915248]}"
284,0.5334,0.2815,0.8658,0.1067,DISCARDED (Static Vegetation / Low Amplitude),7.0,3.0,16.0,"{""type"":""Point"",""coordinates"":[81.22910588995147,29.398166351335682]}"
285,0.4131,0.1886,0.8123,0.1062,DISCARDED (Failed Phenology),6.0,3.0,23.0,"{""type"":""Point"",""coordinates"":[81.32745910419817,29.403086448037048]}"
286,0.4757,0.2081,0.8473,0.108,STABLE CROPLAND,0.0,0.0,28.0,"{""type"":""Point"",""coordinates"":[81.29561970026758,29.401727454558266]}"
287,0.4666,0.1914,0.8238,0.0995,STABLE CROPLAND,2.0,1.0,28.0,"{""type"":""Point"",""coordinates"":[80.86754025850097,29.380482614684297]}"
288,0.4847,0.1854,0.8486,0.1006,DISCARDED (Failed Phenology),5.0,4.0,23.0,"{""type"":""Point"",""coordinates"":[80.5849431272078,29.36351708038014]}"
289,0.4532,0.2158,0.777,0.0744,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.36790036728266,29.352218398140973]}"
290,0.4792,0.2254,0.8657,0.1185,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.38197843316019,29.39846768276007]}"
291,0.432,0.2033,0.78,0.0948,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[80.9833663316314,29.382214772161085]}"
292,0.3875,0.162,0.747,0.1029,STABLE CROPLAND,1.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[80.7643413907641,29.367424135349513]}"
293,0.4915,0.2101,0.8573,0.0534,STABLE CROPLAND,3.0,1.0,30.0,"{""type"":""Point"",""coordinates"":[80.78804772307538,29.36848118243833]}"
294,0.5146,0.1869,0.8516,0.0909,STABLE CROPLAND,1.0,1.0,31.0,"{""type"":""Point"",""coordinates"":[80.40856046730956,29.349951937249386]}"
295,0.5053,0.1984,0.8878,0.0965,DISCARDED (Failed Phenology),4.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[80.31059979332575,29.344818057540483]}"
296,0.351,0.1476,0.7245,0.0765,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.73952900591425,29.409578173322114]}"
297,0.3934,0.1757,0.7855,0.0746,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[81.70201363676307,29.405870534133914]}"
298,0.4172,0.1633,0.7511,0.0902,STABLE CROPLAND,3.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.71929845350974,29.362399236074253]}"
299,0.4622,0.198,0.8192,0.0923,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.89331457307486,29.370288552195415]}"
300,0.4572,0.1775,0.8591,0.1349,STABLE CROPLAND,1.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[80.46533673798235,29.347890397176787]}"
301,0.4573,0.1804,0.8494,0.1152,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.36063037273,29.389452379639785]}"
302,0.4033,0.1466,0.8645,0.1285,STABLE CROPLAND,0.0,0.0,32.0,"{""type"":""Point"",""coordinates"":[80.50755682952325,29.35066148015425]}"
303,0.4582,0.1795,0.8836,0.1285,STABLE CROPLAND,1.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[80.54093412003473,29.34737667445942]}"
304,0.4397,0.203,0.8025,0.092,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.83318295895779,29.35999377024212]}"
305,0.4283,0.1495,0.8287,0.1115,STABLE CROPLAND,1.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[80.56239457332119,29.346998244896533]}"
306,0.4322,0.1734,0.8472,0.1085,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[80.32885772680906,29.33396842566522]}"
307,0.4523,0.1833,0.8578,0.1101,STABLE CROPLAND,1.0,1.0,28.0,"{""type"":""Point"",""coordinates"":[81.22671705574368,29.375846386657912]}"
308,0.3909,0.1597,0.8152,0.1435,STABLE CROPLAND,2.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[80.91995747861077,29.361781434476345]}"
309,0.4533,0.1752,0.8687,0.123,STABLE CROPLAND,2.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[80.99655694447125,29.36488876459355]}"
310,0.4614,0.2034,0.8385,0.0967,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[80.62027269217926,29.347025668421345]}"
